label,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49
Lemon,-6.1802177,11.24858,-5.605439,0.08913081,-1.1476053,-9.86091,6.475195,9.442235,-2.1604478,-1.5061958,-1.6241964,1.8987846,-0.44329366,1.0686897,-0.17636487,-0.37515876,-1.1718568,-0.29400578,-0.022282327,-1.0878706,-1.1128743,1.5607558,0.12594095,0.15707177,-1.0743066,-0.32312787,0.9743641,0.4160321,-1.2991618,2.5066018,-2.551835,2.1213436,1.3761544,1.1805505,-0.6046453,0.1650439,-1.2293113,1.9089428,-1.000096,0.57454515,1.0697405,-0.57637,0.051608685,-0.704391,-0.5019175,-1.7122442,-2.7280648,-2.5142941,1.8389212,-1.7281855
Lemon,-6.0360713,9.18868,-3.4344614,10.94582,1.0351782,2.8100078,0.21091653,3.4702888,1.4701505,12.581235,2.7734807,0.20535946,-1.94707,-0.08088351,-1.2695413,-0.78319436,2.5737438,-1.4445066,0.69139016,1.96993,1.3829732,1.1957085,-0.82842594,0.7226581,1.3100979,0.5092284,0.327712,-0.21501978,1.719987,-0.9684002,2.6072185,-2.0933778,-1.8154923,-2.3775618,2.3766205,0.06010787,0.7455998,-2.2461505,-1.519096,-2.0711915,1.6477238,3.9563756,-1.3609905,-0.6334074,0.40273857,0.6409842,0.4619882,1.1024276,-0.17567039,1.1038477
Lemon,-6.5022845,8.260585,-3.8953774,10.566,1.1199167,3.400247,-0.5218399,2.4026015,0.92882675,12.156601,2.9208715,0.74503326,-0.8687657,-0.57337624,-0.34759352,-0.5063546,2.7167585,-1.2848145,0.52232355,1.9856759,1.8464789,1.3717407,-0.3180641,1.0208219,0.9366703,0.77777445,0.21968816,0.054913837,1.7111526,-1.2340492,3.1044834,-2.2050498,-2.8147247,-2.9519248,2.9194803,0.36075997,-0.32145625,-2.905511,-2.0659707,-2.5465567,2.0075915,4.6138477,-1.3890061,-0.28730386,0.8362956,0.692497,-0.036709316,0.89967704,-0.112524025,1.2383475
Banana,21.549498,-1.1696938,3.2553966,-3.6510658,43.608047,-7.312357,2.4941747,-2.0733523,2.67317,0.30744272,-0.44310284,-2.406563,-0.3569128,-0.017407486,0.9888136,-0.6527434,0.5708132,1.4674598,-1.8605057,1.3694533,0.7883127,-0.08903844,-0.37660694,-1.757109,2.0105028,3.0663488,-0.4966438,4.5194144,1.2948947,0.89894855,-0.30727023,-2.7411795,0.11068959,1.4235458,-0.38171324,1.0663918,-1.2671162,0.40975398,0.9895886,0.74469984,-0.33760363,1.2530893,0.19511001,-0.10213798,0.15551585,0.3247628,-0.28202003,0.7950536,-0.63816667,1.0081782
Banana,23.549576,-1.110021,3.143647,-3.462994,40.97149,-7.047048,1.3228388,-2.7745452,2.7893214,1.6400869,-2.0487514,-1.5745047,0.67663383,-0.5122098,-0.30582276,-0.8733934,1.4558568,3.1281781,-2.7678924,0.12571783,1.1431078,0.99390817,0.41451713,-2.1754005,1.6986657,3.3465776,-1.4466519,5.2234006,2.6296778,2.194819,-1.8288285,-2.797188,0.9991379,3.8340497,1.0076892,1.0089437,-1.8427122,0.8512481,0.574614,2.7064223,1.0479262,-0.47280762,1.0646919,-1.8125246,0.95334756,0.16182433,-2.4020858,0.7584858,-2.3725414,2.5962515
Banana,15.213968,15.5280905,22.628008,-7.5423126,-4.168583,-2.9185812,-0.41277024,0.44924414,0.081366554,0.2825162,2.5822248,-6.9152904,5.6812873,-2.125988,0.6803847,-3.1810358,6.795503,3.0504687,-2.940488,-6.124345,-1.4258898,-0.9872611,2.7071648,1.9515787,-0.85034555,-0.13344945,-0.5944979,1.4253592,0.71173537,-2.1409233,-1.2438351,2.8239133,2.3953707,-2.2069821,-0.51261204,-0.19134834,-0.4285833,-2.5536563,-0.6485488,1.9523058,0.7290227,-1.7755764,-1.1360835,1.2513101,-1.5909975,2.0942655,-0.398944,-1.3705945,1.8361496,0.4306041
Banana,44.855408,-11.308194,-12.671508,-1.348767,-8.949056,-3.0496004,-4.3604956,-0.89863276,0.8152223,1.5183909,-4.3971634,-5.1104503,-6.920615,-12.559104,4.229828,0.44988108,-5.0587344,-3.9727414,2.2428265,-0.32039657,-3.9180753,2.6239197,3.2648857,1.3383074,0.9903677,-6.5017767,-2.494557,1.6051805,5.45247,1.0540966,-0.7507282,-0.43110308,1.947675,0.3514476,0.6172743,1.054021,-3.1045775,-1.8087866,1.7132657,-2.6615734,-2.1657624,2.9215403,5.5113325,-6.507061,-0.3590045,-4.4470177,-2.7386565,2.8045604,0.44168985,-3.6466026
Banana,15.897916,17.093454,22.62184,-3.8685725,-7.2256856,-1.5234274,0.7396341,0.12593105,-1.6505464,3.2006729,5.197387,-11.115193,11.724131,-0.23815338,2.9791813,5.299477,-15.082057,2.6156511,2.3990889,7.0529795,0.029054377,-1.4421352,-5.679678,-5.272003,3.1612096,-1.8034351,-4.2187696,-5.391422,3.9018173,6.742397,2.5190184,-6.474222,-1.2463573,0.5760602,-3.5948162,-5.748389,2.348957,-0.7852453,-2.1394277,-1.2507735,-0.4477398,-2.517729,1.0915141,-0.08659898,-0.5116816,0.8407519,1.9188447,1.7541786,1.8302535,-2.4961097
Banana,39.50861,-12.694662,-13.544394,-0.32493547,-6.3524313,-9.27938,-7.0754,-0.76634187,1.8294722,0.5217829,2.1952028,0.8708078,0.9084234,1.3664625,-5.2897477,-0.19377486,1.0377789,0.39583075,0.39283967,-2.179233,5.4322367,-2.5142486,-4.5159774,-1.589801,-1.4081533,5.754674,1.827872,-1.950707,-2.4191096,0.24263503,1.0328134,0.32902622,-0.27879283,-0.47080195,2.252816,-1.6590436,1.8165116,1.1614166,-0.6237838,0.15057214,1.8698089,-2.0288355,-1.5094818,2.0915112,0.08226965,0.7367167,0.5279849,-0.46034282,0.15987548,-0.8339295
Banana,34.84285,-2.6238112,1.3724188,4.519089,-0.51471096,23.225359,18.919064,0.92188364,-3.5069244,-4.473351,-2.4140568,0.3543726,-0.9372518,4.262811,9.9131155,0.99191606,0.4243626,-6.2769547,6.63189,-7.421933,-0.97121257,1.4058862,3.9607558,-4.407016,11.2074175,7.447358,2.8351033,-4.494455,-5.363057,-2.066776,0.06623572,1.8321017,0.25196484,-0.03273715,0.3449232,0.40344962,1.1016841,0.10201679,0.07953373,1.1209772,0.24435762,1.818653,-0.71972233,5.1589275E-4,1.366147,-0.08268179,0.842591,1.0386001,0.21263205,1.7243285
Banana,37.03171,-13.201638,-13.789996,-1.1242337,-6.1055164,-10.2578,-6.7412834,-0.79112476,1.4099206,0.6994601,2.7752879,0.24420941,1.3642676,2.6135755,-3.3515055,1.0845411,0.7499486,-0.39522952,2.877141,-3.9908125,6.369117,-2.574249,-5.6861067,-0.36431232,-3.4310117,5.4276342,1.2684088,-1.1437315,-0.9160173,0.80917686,0.4494208,0.16143334,-1.3942078,-0.27397877,0.096104294,-1.1535017,0.26608852,0.5881609,-0.735958,-0.42508283,0.4998463,-0.80350566,-1.791925,0.98767585,0.14339218,0.5982964,0.047181968,0.9652653,0.40450424,0.59672403
Orange,-11.295651,3.614112,-7.5588784,-12.126223,-1.0721395,3.2458227,-0.6918224,-4.5112376,1.3375466,-0.45970815,0.07729982,-2.5468936,-1.8095837,2.2921448,-0.39971414,0.3767266,0.9347958,-0.3154323,0.5701799,0.8115874,-0.9777618,0.77280134,-2.0327759,0.34765983,0.5965223,-0.078114115,-0.43877548,-1.1676842,-1.2535897,0.44308347,0.39955723,-1.2240055,0.6316604,0.06736857,-0.46142498,2.610532,2.054899,-2.323985,-0.8312089,-0.78911424,-2.8365686,2.2456598,0.1716087,1.5888327,0.071541816,1.2387576,0.6290741,2.686557,-0.95888734,-0.5098355
Orange,-11.07865,2.0394752,-6.98916,-9.633554,-0.48670146,2.2797377,-0.6841945,-4.4937463,-0.759792,-0.98314136,-0.1996001,-1.6652833,-3.372724,2.8254983,-0.99966246,0.73554015,-0.33947515,3.5399888,0.09968061,-1.4490885,-3.664037,1.1437274,-1.3045516,1.3752697,-0.31401256,1.1756237,0.46693748,1.7338761,0.12858915,0.0011731922,1.7574471,1.1307621,-1.8372532,1.0429665,-0.9666339,-0.17979905,0.76954,-0.027842086,-1.7156421,-1.6288584,1.4931284,0.54848844,-1.389235,-0.1882819,-0.7183413,-1.6704266,-2.0428195,-2.684268,1.489529,-1.4458525
Orange,-10.735834,2.1595132,-6.6051636,-7.506749,-0.05374551,4.6427603,-3.4852793,-1.2422475,2.0415604,-0.9685101,-0.13515384,0.12481356,2.9430296,-1.8273109,0.8386246,1.1314137,1.8077536,-2.0961711,-1.6658348,-0.07608962,4.5967913,-2.1481857,4.5754614,-0.9205246,-0.57391715,-1.0430511,-0.20342866,-0.39097777,-0.32574576,1.5686206,-1.5650556,-0.56868625,0.598098,-0.016597986,-0.20276807,-0.37458363,1.0688674,-0.52601373,-0.69320065,0.83521146,-0.4090526,0.7187822,0.6558253,-0.8016932,-0.16834046,-1.4850575,-1.065229,-2.6602485,1.3810447,-0.68358713
Apple Braeburn,-11.403304,-14.394876,5.3488894,3.7868996,1.4655825,2.76203,-2.6966465,6.682887,2.9403155,0.5267345,-0.10619805,1.3370334,3.5903323,-3.3788662,1.7125542,8.384581,2.1585002,2.7687895,-0.67794585,-1.4722908,0.3609488,3.9025576,-2.9020152,1.0955286,-0.2251012,-0.87243,-1.7625291,1.6345216,-4.0090523,-0.23996349,5.0548806,-0.03910357,2.8487716,-2.1598964,-3.1679113,2.3403695,-1.6773072,-1.1540456,-0.13720313,2.3032203,0.08216225,-0.48121676,0.53729254,-0.33596578,-0.35808402,0.27564526,0.6899017,-0.34832364,-0.020364568,-0.23767664
Apple Braeburn,-10.640619,-14.641248,6.155543,3.5153046,1.5258904,3.873419,-3.7306993,7.754707,2.6116347,-0.97938925,-0.9998456,2.1583693,3.8906033,-4.065195,2.660176,9.588403,2.051431,2.8823345,-0.76449597,-2.6351554,0.3181698,4.107896,-3.3112786,1.0010587,-0.22510098,-1.0847691,-2.2383313,1.1705674,-4.656316,-0.5845635,6.706836,0.35348728,3.2019947,-2.096177,-4.28044,2.5038228,-2.178011,-1.2384348,0.046631597,1.5718157,0.4020189,-0.13553144,-1.0802038,-0.7893422,-0.8787367,0.00200957,0.9975761,0.42899662,0.2309952,0.27962023
Orange,-11.405846,3.191875,-7.2352676,-8.387569,-0.3746981,2.9025285,-0.66362846,-3.1149745,1.4404613,-0.994403,0.4008703,-1.3431058,0.56782347,0.38626456,-0.0153870005,0.95726526,1.8014019,-1.7120756,-0.45750317,1.7450144,4.2918544,-0.5672646,2.1312325,-0.79690045,0.17631511,-0.24480885,-1.7640848,-1.1407553,0.16708891,-1.0476587,0.94536614,-0.023549018,0.182461,0.13939832,-0.67613214,1.0199215,-0.26151046,-0.07323377,-0.4877683,0.035927057,-1.0507207,-0.42488068,-0.18970639,0.111706205,0.16338955,-0.12531647,-1.1480597,0.29800284,0.6331877,-0.62543434
Apple Braeburn,-10.860544,-15.610088,7.5999465,5.412197,-1.1731929,1.3807958,-0.69243556,5.1880813,7.977219,0.124107294,-1.4570316,1.04275,2.7554607,-1.9804648,1.3205507,11.361282,2.9690466,2.9880521,-1.0282152,-1.5052912,1.213467,3.6546004,-2.8247218,0.71846193,-0.7581322,-0.9082612,-2.3389843,1.2043431,-2.7162743,-0.0628089,2.1220362,0.5110331,1.5097852,-1.8871568,-1.1988591,2.2578144,-2.1387777,-0.35089228,-1.2842841,1.5782092,-0.9455688,-0.7061703,1.0139551,-0.26406792,1.202595,0.15077403,0.83166015,-1.572743,0.5533779,0.48533806
Orange,-10.909204,3.027608,-8.644171,-9.253756,-0.0055351676,2.7907293,-0.8574135,-3.8988423,-0.3986965,-1.0060773,0.14814712,-1.3993831,-1.7104492,1.7173855,0.03658868,1.0270259,0.014709269,1.4944806,-0.2419776,0.08064367,0.41479415,0.20841707,0.63501626,0.45052883,-0.2691418,0.9936773,-0.4547319,0.6425245,0.30960953,-0.11032898,1.7902353,0.628617,-1.3479277,-0.6700412,-0.039809037,-0.63353914,-1.073503,0.27537486,-0.74563897,-0.70746624,0.007174771,-0.38966453,-0.23090301,-0.11268892,0.60166556,-0.45603648,-1.2187954,-0.10048928,0.94760114,-0.05981807
Apple Braeburn,-11.087592,-15.058221,6.8152556,5.579798,-1.0102482,1.9230309,-1.517438,7.051215,8.660437,-0.2625172,-2.3219304,1.5606362,2.703173,-1.8554773,1.5629832,11.172011,2.1707466,3.489422,-1.3729063,-2.3238208,-0.052956656,4.4157896,-2.7365177,-0.120544314,-0.5328275,-0.59635377,-1.0765845,1.1702963,-1.7172085,0.05590938,1.5334239,-0.49631223,1.6518546,-2.4328156,-0.37277487,2.4456985,-2.0097,-0.96708536,-0.35996062,1.4252737,-0.3622496,-0.5564056,0.26642206,-0.16719516,0.9961784,0.050697424,0.98428017,-0.52507323,-0.8940237,-0.88383746
Apple Braeburn,-13.249969,-19.336021,8.649759,0.77939516,-1.2474407,-4.5660043,5.3179173,-6.719062,-8.058779,2.4753335,2.100235,3.1091943,-0.11395755,-1.5672737,0.40329495,-2.011994,-2.0481014,0.7448788,-1.0561768,-1.2043573,-0.23508674,1.2420326,0.65412086,-0.21340354,-0.13910384,-0.68174994,3.2397397,-1.0484012,1.1469417,1.997658,-2.946815,-0.25516242,0.8035683,-0.2524508,2.060202,0.075827256,-0.62208974,-0.53916377,1.6566716,0.054642443,-0.29553708,-2.0988064,-1.1717136,0.18776906,-1.2367364,-0.071716756,1.7434522,-0.22014481,-3.2810848,-1.8980292
Apple Braeburn,-10.295384,-13.936803,7.963279,6.84699,-1.9382707,-0.24112111,2.1697164,2.4249783,14.601652,0.28753832,-1.6640313,-2.3520267,-1.7485528,2.101878,0.2906374,-5.1568522,0.8354248,-2.1943936,3.7774973,2.9096134,-7.2641172,-8.954745,-0.26996928,-1.7347102,-2.736297,1.7448391,0.20811817,-1.0897326,-0.12915888,-0.87528616,4.341422,-1.1360251,1.0440887,0.7856294,-1.136498,0.78339434,-0.8581868,0.81110346,0.619903,1.6792512,0.09700062,-0.6100589,1.0932802,-0.73424613,-0.24453461,0.20323825,2.0093133,1.9830757,1.0423988,0.6769945
Apple Braeburn,-12.9272585,-18.051517,8.746485,1.1942909,-1.0573199,-3.2104511,4.142687,-7.253155,-6.8443713,1.3871881,2.038384,2.0028188,0.049466666,-1.8798432,-0.44583786,-2.5443523,-0.15774116,0.10968858,-0.6857927,-1.2330693,-0.66076744,1.2128733,1.9544567,-1.0275046,0.7468206,0.025641968,2.86367,-1.1002581,2.7822797,1.0585397,-3.615424,1.3429047,1.1150643,1.3720226,1.3843051,-1.841372,-1.2324282,0.25081503,2.3562107,-2.1544845,1.3250617,-2.2570229,0.67114913,0.01683091,-1.7948285,-0.102252886,2.0468318,-3.6170497,-3.9030352,-1.9394379
Apple Braeburn,-12.575687,-16.44098,6.9494987,-0.8909568,-0.9739759,-4.002242,5.02466,-4.9256706,-6.0313582,3.1800156,1.448936,1.6509831,-1.4505696,-1.275413,-0.5581254,0.41580108,-0.15721342,-1.5270932,0.8199361,-1.5795557,-3.5860994,-0.23258576,-1.6423104,-1.6131719,-2.3112364,0.4002824,-5.7712264,-0.24891442,-3.5219848,-1.2865766,-5.234938,-3.3343816,-1.3707854,-1.6457156,3.9517853,0.9085204,-1.0312161,0.44628146,-2.6103187,2.779747,-3.5542104,0.15965892,0.7380358,1.4643445,-1.0196456,0.25846532,1.9527495,-0.6282756,-0.10500861,0.60631216
Apple Braeburn,-12.945354,-17.467213,7.7575927,0.032368813,-1.0396501,-4.044722,4.8859076,-5.487019,-7.1834493,3.3650026,2.1095095,1.5696955,-1.467974,-1.0790266,-0.9749258,-0.84884906,-1.4432228,-1.1730117,1.730454,-1.6765795,-2.8604372,0.33046156,-1.3201154,-1.5255585,-2.1695907,-0.04845257,-4.85938,-1.4523592,-3.5889845,-1.5042378,-5.169425,-3.1426413,-1.0963286,-1.2282773,2.8139486,2.0013757,-0.18362288,-0.30777025,-0.41706783,2.2126193,-1.6734092,-0.2078836,-1.3431761,0.37425476,2.8722012,-0.17602664,1.0253495,1.4631664,-0.21771047,-0.17209166
Lemon,-6.362774,11.78577,-6.4262476,1.4218338,-2.0136807,-9.604513,6.0536356,8.594055,-2.1103656,-4.0292773,-2.9207418,2.972313,-0.49847308,0.20266059,1.5210704,0.696443,-4.0566015,3.9689565,-0.7590604,-3.7729547,0.5271851,-1.5195694,2.6351502,-2.0449955,-1.1238283,0.32011575,-0.50089246,-1.1176373,1.0215247,-1.299937,-0.12840208,-0.64118,0.70110637,-0.8160863,0.5716001,0.6643143,-0.46563527,0.08459879,-1.3074818,-1.1642127,0.3728745,0.7858393,-0.8168474,0.24631378,-0.0010126929,-0.3639824,-0.7752014,0.23835285,0.96420693,-0.29392695
Lemon,-6.5542727,11.20305,-5.7598896,-0.3048826,-0.58621293,-9.052759,6.8632674,8.2408495,-1.6496385,-1.9579252,-1.2734276,1.7648448,-0.57098424,0.38908342,-0.34218955,-1.0232893,1.1032357,-1.6940665,0.02630586,0.98706883,-0.17034133,-0.15624747,-0.75915164,0.18229055,0.32505175,0.0038436458,0.14037286,1.226272,-0.85293406,0.5930612,-0.032751508,0.746839,-0.14778782,0.21018024,0.8650884,-1.3834152,0.51975,-0.4646218,0.13658138,0.68101496,0.1931912,0.06587224,0.7841096,-0.26646793,-0.9983638,-0.54104996,-1.0742083,-1.1115745,-0.37568167,-0.74518085
Lemon,-7.7549915,9.89961,-5.46341,-3.9778361,-1.234652,-6.7403393,6.1111403,5.867008,-0.8260245,-0.45106617,-0.8183039,-0.12410411,-0.5603079,0.7167149,-1.2080636,-2.1250508,1.3801074,-3.1327894,0.47824234,1.5238348,0.3153009,1.6377488,-3.1607404,1.201546,0.23880696,-0.4187508,1.090525,0.70721453,-2.7676473,1.5185717,0.6577218,-0.055191882,2.0539951,0.6642836,0.45050353,0.7451759,-0.6627776,0.015964348,1.2630273,-1.0738683,-0.598129,-0.61093163,1.2332603,-0.3136766,-1.3100421,-0.38181797,-0.4293899,-1.2740655,2.2193744,-1.8563669
Lemon,-3.9626434,10.735154,-4.57553,10.12594,1.0392714,-0.7374414,0.21880507,1.2606486,-1.6315616,8.127345,1.9490441,-2.3277762,-2.216198,1.7989333,-1.3170469,-1.3378916,0.8976201,-0.4225987,-0.31656277,1.3104014,-0.084911145,-0.5697312,2.9610846,-1.9351449,-0.05132744,-0.17574525,-1.564893,1.695374,0.13805531,1.702535,-0.79499424,2.7636728,-0.14360821,1.9806012,-4.066273,-3.0628152,-0.39023444,4.9306383,-2.8705018,-2.2826624,-3.1302981,-1.580243,-7.2314787,-0.11196154,3.1181633,-2.5497253,0.71383804,3.7499778,-2.816345,-0.1493186
Lemon,-4.3412905,10.884487,-7.191957,14.925642,2.0939808,2.1644206,-4.600923,-3.0416186,-4.045568,0.9587744,-0.04768634,-0.16890591,-3.0921736,3.0726402,-0.94289976,1.8935354,-5.192529,3.9534128,-3.5355656,-2.1905105,4.378287,-10.057488,-1.0815384,4.046713,6.529163,-4.9480534,-3.071973,2.7729006,-1.1537584,1.0489827,0.84654945,0.92370397,-11.045893,-4.274211,0.12315705,-1.5093857,5.166209,0.0058219894,6.252726,10.352015,4.4972057,-4.7166967,2.4947827,-4.74669,-3.6940994,-8.121637,12.448296,3.628823,-4.0748296,-7.711423
Lemon,-5.7349663,9.225225,-4.289908,11.27418,1.2479182,6.255758,-2.4973872,3.883392,2.0362847,14.665219,2.4466002,0.9834134,-1.7494487,0.36337534,-0.08883493,-1.5631541,0.4746813,-1.3216971,-0.3634763,-0.28031027,1.7391372,0.9859208,0.59456927,0.28648224,-0.3424642,0.11563212,2.2632551,-0.88574374,0.3510813,-0.6882332,0.3129419,-2.7758856,-0.15633547,-1.8862212,2.3448853,0.23732689,-0.66826576,-2.4231856,-0.078857265,-1.5440563,2.0536706,1.7219487,1.5767199,-0.8663215,-0.1310383,0.8478182,1.6611664,-0.5186429,1.5660169,1.094604
Lemon,-5.6414537,9.859493,-3.5241792,12.781643,1.1797924,5.711746,-1.8327575,2.1514547,1.8153212,14.454374,2.9367907,0.5716624,-2.7733195,0.5823186,-0.1332831,-1.3383242,0.67751807,-0.23330468,-0.94588155,-0.6728472,2.4496102,1.2634239,-0.19135997,0.2447259,-0.07555661,0.39484167,2.2149765,-1.6505772,1.1422423,-0.9202989,0.7301941,-2.788136,0.91655594,-1.1612558,2.223357,1.5702294,-0.036437195,-2.9870036,-0.37166736,-1.670534,1.9475313,1.6908975,2.5442598,-0.34363455,-0.88866854,1.7422594,0.6372998,-1.1788609,2.2105985,0.9871002
Banana,15.597416,15.905898,25.630281,-5.489862,-3.5126042,0.9452373,-7.3761225,-6.4919147,-0.65465826,1.8376017,-15.83813,13.017136,-7.2833543,7.847336,-9.412093,9.052528,-7.243534,-16.72459,-8.984677,-7.554295,-2.2326598,0.022790156,-4.4162297,-3.8612323,0.63567144,-3.0719004,-1.1050212,0.30856693,0.70680535,2.2429414,0.58739436,-1.0681202,-6.454509,3.0007946,7.8906345,2.3835318,-6.415094,7.876667,-11.7091055,4.098989,-8.912062,1.0823315,-0.38942516,-0.19430149,-26.553888,3.503593,3.8688478,-0.105524346,1.5248448,9.534537
Banana,25.649124,-3.2583542,5.916189,-3.0400643,46.632446,-2.8533003,0.534941,-1.8275849,3.4644997,-1.9785061,1.1702461,1.9125507,-3.159031,-1.020517,3.7279136,2.4220502,-5.612705,-5.8698273,8.6152935,1.9623101,-4.6269803,-0.3138573,2.5486672,11.793032,-12.458362,-16.304768,2.272799,-23.47503,-6.108985,-4.7110662,2.4335372,16.193836,-0.34506387,-8.866074,2.9474168,-2.9281147,5.5374503,-1.2191418,-2.5354452,-0.65472263,-0.21669243,-3.7269962,-3.5618649,-0.61734354,-0.5169997,0.4255739,-3.3315535,-0.9327409,-3.4861746,4.468755
Banana,16.333939,14.799122,31.151495,-1.9348975,-5.2812815,3.597517,-7.9156213,1.82546,3.001068,-10.056386,16.808973,8.585578,-12.399202,-2.1629136,-3.2715237,2.7898295,-1.651969,0.3864862,5.137744,1.9639426,3.7791543,1.577088,-0.029766193,-0.31466213,0.38981143,-2.44167,7.5718083,4.1012826,-2.22372,-7.9878154,0.27730653,-4.477634,-3.9240224,6.757743,0.13068585,0.5304881,1.5726655,1.7796105,-1.4938223,4.481564,-1.1912915,-1.1388043,-1.8782241,-3.6258826,-0.3026145,0.24927947,-5.5319934,-2.6501827,-0.12966132,-1.9636776
Banana,18.0447,16.65123,25.975437,-6.045813,-5.477487,-1.255953,0.2217447,-0.79837495,0.64520484,2.514323,6.0513725,-9.668471,8.188522,-0.5885675,-0.45206589,1.2423649,-3.3895164,4.3637943,1.08597,0.7602157,-2.2259622,1.5042063,-2.8463547,-1.2252581,3.2262719,-4.313482,4.563797,-4.189912,-0.23737168,-1.0711491,-2.115161,-10.086905,-3.9168298,-0.6232497,-8.370826,-6.0865917,2.3973618,-1.5986438,-1.7738334,5.2321696,2.715602,-1.3401701,-1.9230859,1.1743084,0.16540465,-5.4497285,-2.2593765,-0.49795926,-0.911569,3.2831168
Banana,38.847992,-11.976631,-12.139993,-0.7471714,-9.270806,-8.610129,-8.698263,-2.2033753,0.84023416,2.432235,1.2761118,0.89111906,1.2156874,4.725693,4.537891,-1.7719457,3.4561055,0.9419793,-3.5612924,-1.2424273,4.9938574,-3.5778475,-6.8641176,-0.62273353,-5.280097,5.335731,2.1998665,-1.8077546,-1.5178329,1.1637721,-2.6738412,3.0094106,-2.6773682,-0.37069476,-3.40628,-0.6282673,-1.2480745,-2.3488681,-0.62071645,0.8837496,0.027296137,2.2041178,-0.28266975,-3.2383885,0.021071102,-1.0896745,0.36759713,-0.7035861,0.07815791,0.75167704
Banana,34.71416,-11.558505,-11.363288,0.9369881,-3.6279795,-5.478242,-5.0823,0.31732395,1.4961102,0.7583372,7.6513615,7.8403277,7.0402946,15.242586,5.48197,-1.6505626,3.5908506,1.6176112,-3.757782,2.463405,-2.9268682,1.7826288,1.1835234,1.2165506,-0.23595226,-2.7785215,-0.711917,1.3126303,1.385878,-0.23975815,-2.368924,0.6772523,-0.2171161,1.0041424,-2.037594,0.004197923,-2.3566096,-1.2577477,-0.19573286,1.7063266,-0.0071984157,2.5218601,0.28991416,-1.8899004,0.21005899,-0.18884344,0.022264395,1.0330786,-1.525951,0.39614108
Banana,33.83264,-6.63556,-6.7020817,1.7268744,-0.7930381,8.715108,10.439601,2.864986,-1.084614,-1.7024238,-1.9148097,0.6632781,3.162299,-5.1067367,-25.283895,1.2417195,2.267737,9.809816,-3.8748376,7.5050244,-2.5939178,0.4206195,6.4223185,-0.6865222,3.0492463,2.3575559,-0.64156204,-4.4373846,-2.8254142,0.94258606,-1.0941774,1.0453124,-0.35978407,0.75056946,-1.090193,1.2141082,-1.3188057,-0.37471834,-0.46570903,-0.4203059,-1.4535804,2.880061,-0.403335,-2.9218633,-1.9422057,0.07721578,3.0606668,-1.5373408,1.360576,1.0912068
Banana,39.89779,-13.005072,-13.633955,-0.5957742,-8.485138,-9.609375,-7.542844,-1.7046008,1.1903161,0.96697086,0.8546191,-0.747301,-0.59662956,-0.46083352,-3.2058392,1.4162791,0.25319195,-1.0269972,3.4011052,-5.0371537,6.2028975,-3.0382497,-5.341727,-1.0609138,-2.973967,5.4706473,1.2881917,-1.1926016,-1.3386434,0.6287207,0.3979912,0.68866295,-0.99250495,0.98941314,0.53198147,-0.22329001,0.2995854,-0.11149764,-0.13763948,-1.0360153,0.8561351,-1.3167186,-1.649272,1.5014662,1.066912,0.6608497,0.2053884,0.8372119,0.7985021,1.7796404
Banana,33.399014,-4.5405912,-3.6013625,2.2912385,-1.7258309,18.975609,16.528324,2.1171105,-2.2290695,-4.179077,-3.6686182,-0.2449375,1.5136259,-2.2240412,-9.215692,-0.9042119,2.7992828,4.342279,-2.594955,1.4337018,1.9731982,-2.6646369,-3.414196,1.6356502,-7.0350647,-3.907914,-1.2356181,4.01471,3.0063748,1.0922837,-2.199399,-0.4259273,2.1429353,1.2901632,-1.3692298,0.79499847,3.048404,0.6807994,-2.2534785,-1.5841486,0.6063794,0.12498451,-2.274267,-0.79138833,1.8800398,0.61878395,3.7738838,0.5795648,-0.18796551,2.7267542
Orange,-11.217774,3.5763743,-7.8064423,-11.525143,-0.6762718,3.1104398,-0.92948157,-4.6382227,1.2508718,-0.6390794,-0.52572936,-2.916925,-2.7439954,2.8715565,-0.653523,0.42650887,0.2365341,0.5287578,0.62211055,-0.084420785,-1.8259159,1.6803162,-1.1415627,0.09116325,-0.14782292,-0.3355798,-0.18162087,-0.20335926,-1.1480058,0.8580127,0.0061448975,-0.5405536,0.2913783,-0.3813719,0.17638321,1.6413386,0.70132214,-1.1537325,-0.5102634,-0.19932966,-2.2043414,0.9452505,0.3236682,0.7562045,0.56632185,1.1375101,0.8482195,2.526251,-0.3737908,-0.36572656
